row_abs,keywords_llm,raw_response
1186,"[""identity deception"", ""virtual community"", ""psychiatric illness"", ""social identity"", ""deviance""]","{""keywords"": [""identity deception"", ""virtual community"", ""psychiatric illness"", ""social identity"", ""deviance""]}"
1187,"[""computer-mediated group"", ""deindividuation"", ""social identity"", ""identity theory"", ""group polarization""]","{""keywords"": [""computer-mediated group"", ""deindividuation"", ""social identity"", ""identity theory"", ""group polarization""]}"
1188,"[""longitudinal survey research"", ""psychological adjustment"", ""trauma"", ""online data collection"", ""demographic profiles""]","{""keywords"": [""longitudinal survey research"", ""psychological adjustment"", ""trauma"", ""online data collection"", ""demographic profiles""]}"
1189,"[""internet-based experimenting"", ""dropout variable"", ""motivational confounding"", ""confidential data"", ""internet tools""]","{""keywords"": [""internet-based experimenting"", ""dropout variable"", ""motivational confounding"", ""confidential data"", ""internet tools""]}"
1190,"[""pervasive computing"", ""paperless office"", ""supply chain"", ""healthcare"", ""middleware""]","{""keywords"": [""pervasive computing"", ""paperless office"", ""supply chain"", ""healthcare"", ""middleware""]}"
1191,"[""psychology"", ""internet"", ""research"", ""practice"", ""computers""]","{""keywords"": [""psychology"", ""internet"", ""research"", ""practice"", ""computers""]}"
1192,"[""chlorophyll fluorescence"", ""photosynthetic function"", ""extended depth-of-focus imaging"", ""leaf topology"", ""plant cells""]","{""keywords"": [""chlorophyll fluorescence"", ""photosynthetic function"", ""extended depth-of-focus imaging"", ""leaf topology"", ""plant cells""]}"
1193,"[""radio engineering"", ""noise filtering"", ""allan variance"", ""fractal brownian motion"", ""statistical analysis""]","{""keywords"": [""radio engineering"", ""noise filtering"", ""allan variance"", ""fractal brownian motion"", ""statistical analysis""]}"
1194,"[""convex optimization"", ""sliding mode"", ""convex programming"", ""penalty functions"", ""switchings""]","{""keywords"": [""convex optimization"", ""sliding mode"", ""convex programming"", ""penalty functions"", ""switchings""]}"
1195,"[""complex structures"", ""system recovery"", ""real time"", ""hardware components"", ""automation""]","{""keywords"": [""complex structures"", ""system recovery"", ""real time"", ""hardware components"", ""automation""]}"
1196,"[""internal combustion engine"", ""low-temperature plasma"", ""fuel consumption"", ""exhaust toxicity"", ""thermal engines""]","{""keywords"": [""internal combustion engine"", ""low-temperature plasma"", ""fuel consumption"", ""exhaust toxicity"", ""thermal engines""]}"
1197,"[""computational processes"", ""scalable resources"", ""optimization"", ""dynamic characteristics"", ""metacomputational media""]","{""keywords"": [""computational processes"", ""scalable resources"", ""optimization"", ""dynamic characteristics"", ""metacomputational media""]}"
1198,"[""permutation"", ""failure-tolerance"", ""multiring"", ""hypercubes"", ""commutation""]","{""keywords"": [""permutation"", ""failure-tolerance"", ""multiring"", ""hypercubes"", ""commutation""]}"
1199,"[""cooperative games"", ""characteristic function"", ""decision making"", ""game theory"", ""solutions""]","{""keywords"": [""cooperative games"", ""characteristic function"", ""decision making"", ""game theory"", ""solutions""]}"
1200,"[""transport nets"", ""heterogeneous territory"", ""transport routes"", ""optimal solution"", ""network optimization""]","{""keywords"": [""transport nets"", ""heterogeneous territory"", ""transport routes"", ""optimal solution"", ""network optimization""]}"
1201,"[""knowledge management"", ""power industry"", ""brain drain"", ""cost reduction"", ""computer based programme""]","{""keywords"": [""knowledge management"", ""power industry"", ""brain drain"", ""cost reduction"", ""computer based programme""]}"
1202,"[""active systems"", ""goal functions"", ""control criteria"", ""motivation"", ""linear systems""]","{""keywords"": [""active systems"", ""goal functions"", ""control criteria"", ""motivation"", ""linear systems""]}"
1203,"[""flexibility"", ""technical systems"", ""uncertainty"", ""fuzzy models"", ""design""]","{""keywords"": [""flexibility"", ""technical systems"", ""uncertainty"", ""fuzzy models"", ""design""]}"
1204,"[""fuzzy logic"", ""control systems"", ""deformable space vehicles"", ""stability"", ""digital modeling""]","{""keywords"": [""fuzzy logic"", ""control systems"", ""deformable space vehicles"", ""stability"", ""digital modeling""]}"
1205,"[""linear discrete-time systems"", ""conical constraints"", ""hidden convexity"", ""finite-dimensional"", ""stationary systems""]","{""keywords"": [""linear discrete-time systems"", ""conical constraints"", ""hidden convexity"", ""finite-dimensional"", ""stationary systems""]}"
1206,"[""linear discrete systems"", ""stability domain"", ""polynomials"", ""kharitonov theorem"", ""geometry""]","{""keywords"": [""linear discrete systems"", ""stability domain"", ""polynomials"", ""kharitonov theorem"", ""geometry""]}"
1207,"[""stochastic systems"", ""random jump"", ""phase trajectory"", ""probabilistic stability"", ""mean-square stability""]","{""keywords"": [""stochastic systems"", ""random jump"", ""phase trajectory"", ""probabilistic stability"", ""mean-square stability""]}"
1208,"[""nonlinear control"", ""time-optimal control"", ""optimal control"", ""control system"", ""switching points""]","{""keywords"": [""nonlinear control"", ""time-optimal control"", ""optimal control"", ""control system"", ""switching points""]}"
1209,"[""polynomial equations"", ""system embedding"", ""bezout matrix"", ""euclidean algorithm"", ""constructive system""]","{""keywords"": [""polynomial equations"", ""system embedding"", ""bezout matrix"", ""euclidean algorithm"", ""constructive system""]}"
1210,"[""control algorithm"", ""reachability set"", ""linearization"", ""optimal control"", ""regulation""]","{""keywords"": [""control algorithm"", ""reachability set"", ""linearization"", ""optimal control"", ""regulation""]}"
1211,"[""exponential functions"", ""integration range"", ""decomposition"", ""polynomials"", ""constants""]","{""keywords"": [""exponential functions"", ""integration range"", ""decomposition"", ""polynomials"", ""constants""]}"
1212,"[""fuzzy set theory"", ""information technology"", ""linear regression"", ""computer equipment"", ""import level""]","{""keywords"": [""fuzzy set theory"", ""information technology"", ""linear regression"", ""computer equipment"", ""import level""]}"
1213,"[""linear interval systems"", ""synchronizing sequence"", ""linear inequalities"", ""generalized control problems"", ""real numbers""]","{""keywords"": [""linear interval systems"", ""synchronizing sequence"", ""linear inequalities"", ""generalized control problems"", ""real numbers""]}"
1214,"[""heat systems"", ""technical state"", ""diagnosis"", ""physical defects"", ""behavioral defects""]","{""keywords"": [""heat systems"", ""technical state"", ""diagnosis"", ""physical defects"", ""behavioral defects""]}"
1215,"[""computer-aided control"", ""multiversion-threshold adaptation"", ""reliability estimation"", ""fault-tolerant systems"", ""architecture selection""]","{""keywords"": [""computer-aided control"", ""multiversion-threshold adaptation"", ""reliability estimation"", ""fault-tolerant systems"", ""architecture selection""]}"
1216,"[""data transmission"", ""multiring"", ""hypercubes"", ""permutation"", ""efficiency""]","{""keywords"": [""data transmission"", ""multiring"", ""hypercubes"", ""permutation"", ""efficiency""]}"
1217,"[""linear models"", ""multivalued components"", ""circuit models"", ""submicron technologies"", ""decision diagrams""]","{""keywords"": [""linear models"", ""multivalued components"", ""circuit models"", ""submicron technologies"", ""decision diagrams""]}"
1218,"[""structural identification"", ""human factor"", ""mathematical problem"", ""new approach"", ""decisive role""]","{""keywords"": [""structural identification"", ""human factor"", ""mathematical problem"", ""new approach"", ""decisive role""]}"
1219,"[""optimization"", ""network reconstruction"", ""problem solving"", ""finite sets"", ""polynomial complexity""]","{""keywords"": [""optimization"", ""network reconstruction"", ""problem solving"", ""finite sets"", ""polynomial complexity""]}"
1220,"[""linear object"", ""frequency-modulated signals"", ""control system"", ""boundedness conditions"", ""pulse-frequency modulator""]","{""keywords"": [""linear object"", ""frequency-modulated signals"", ""control system"", ""boundedness conditions"", ""pulse-frequency modulator""]}"
1221,"[""multistep control processes"", ""reachability set"", ""optimal control"", ""algorithm design"", ""control processes""]","{""keywords"": [""multistep control processes"", ""reachability set"", ""optimal control"", ""algorithm design"", ""control processes""]}"
1222,"[""statistically indeterminate random vector"", ""confidence sets"", ""generalized confidence sets"", ""random vector"", ""normally distributed random vector""]","{""keywords"": [""statistically indeterminate random vector"", ""confidence sets"", ""generalized confidence sets"", ""random vector"", ""normally distributed random vector""]}"
1223,"[""high-end computing"", ""technological change"", ""computer industry"", ""government research"", ""new product innovation""]","{""keywords"": [""high-end computing"", ""technological change"", ""computer industry"", ""government research"", ""new product innovation""]}"
1224,"[""non-cooperative games"", ""equilibrium"", ""proposal"", ""static game"", ""dynamic game""]","{""keywords"": [""non-cooperative games"", ""equilibrium"", ""proposal"", ""static game"", ""dynamic game""]}"
1225,"[""system embedding"", ""linear systems"", ""matrix transfer functions"", ""observer design"", ""control input""]","{""keywords"": [""system embedding"", ""linear systems"", ""matrix transfer functions"", ""observer design"", ""control input""]}"
1226,"[""linear systems"", ""spectral characteristics"", ""bounded time interval"", ""dynamic systems"", ""singular functions""]","{""keywords"": [""linear systems"", ""spectral characteristics"", ""bounded time interval"", ""dynamic systems"", ""singular functions""]}"
1227,"[""quantum computing"", ""solid-state devices"", ""lab experiments"", ""practical devices"", ""scaling up""]","{""keywords"": [""quantum computing"", ""solid-state devices"", ""lab experiments"", ""practical devices"", ""scaling up""]}"
